StockCode,Description,TotalQtySold,DaysWithSales,StdDevOnSaleDays,AvgDailyDemand,AvgDailyDemand_ActiveDays,Safety_Stock,ReorderPoint,SimulatedDaysOfStock,CurrentStock,ReorderFlag,TotalRevenue_x,TotalRevenue_y,TotalRevenue,CumulativeRevenue,CumulativeRevenuePercent,ABC_Category
72801C,S/4 ROSE PINK DINNER CANDLES,171,26,10.163358015628798,0.2313937753721245,6.576923076923077,44.0,46.0,6,1.388362652232747,Reorder Now,546.36,546.36,546.36,27230087.98000008,98.78613499067707,C
72801C,4 ROSE PINK DINNER CANDLES,549,26,49.48238225718477,0.7428958051420839,21.115384615384617,216.0,221.0,3,2.2286874154262515,Reorder Now,546.36,546.36,546.36,27230634.340000078,98.78811709197447,C
35969,FOLKART CROWN TABLE DECORATIONS,525,63,13.60502753372989,0.7104194857916103,8.333333333333334,59.0,64.0,19,13.497970230040597,Reorder Now,545.77,545.77,545.77,27231180.110000078,98.79009705285206,C
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,60,40,1.086041978694737,0.081190798376184,1.5,5.0,6.0,14,1.1366711772665758,Reorder Now,545.72,545.72,545.72,27231725.830000076,98.79207683233814,C
21339,MARAKESH LANTERN LARGE,30,11,3.003028774118193,0.040595399188092,2.727272727272727,13.0,13.0,10,0.4059539918809199,Reorder Now,544.5,544.5,544.5,27232270.330000076,98.79405218587141,C
20943,SET/6 GINGERBREAD STAR T-LIGHTS,384,45,6.700067842261681,0.5196211096075778,8.533333333333333,29.0,33.0,17,8.833558863328822,Reorder Now,543.96,543.96,543.96,27232814.290000077,98.79602558037638,C
23043,PAPER LANTERN 9 POINT HOLLY STAR L,75,18,3.899472060797612,0.10148849797023,4.166666666666667,17.0,18.0,8,0.81190798376184,Reorder Now,543.51,543.51,543.51,27233357.80000008,98.79799734235777,C
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,6,3,0.0,0.0081190798376184,2.0,0.0,0.0,6,0.0487144790257104,OK,543.51,543.51,543.51,27233901.31000008,98.79996910433916,C
84596K,JELLY BABIES YELLOW SMALL BOWL,428,71,12.584539075486822,0.5791610284167794,6.028169014084507,55.0,59.0,15,8.687415426251691,Reorder Now,543.41,543.41,543.41,27234444.72000008,98.80194050353754,C
84592,CROCHET ROSE PURSE WITH SUEDE BACK,175,47,2.810710320708632,0.2368064952638701,3.723404255319149,12.0,14.0,12,2.841677943166441,Reorder Now,542.3000000000001,542.3000000000001,542.3000000000001,27234987.02000008,98.8039078758444,C
84984B,RED PEONY DES C/COVER ,13,6,0.983192080250175,0.0175913396481732,2.1666666666666665,4.0,4.0,7,0.1231393775372124,Reorder Now,541.3,541.3,541.3,27235528.320000082,98.8058716203211,C
84984B,RED PEONY CUSHION COVER ,309,10,60.57401349680497,0.4181326116373478,30.9,264.0,267.0,16,6.690121786197564,Reorder Now,541.3,541.3,541.3,27236069.620000083,98.80783536479778,C
20659,ECONOMY LUGGAGE TAG,374,110,3.301931600378479,0.5060893098782138,3.4,14.0,18.0,3,1.5182679296346413,Reorder Now,539.76,539.76,539.76,27236609.380000085,98.809793522416,C
90010E,AMBER GLASS/SILVER BRACELET,60,34,1.670761458218192,0.081190798376184,1.7647058823529411,7.0,8.0,19,1.542625169147496,Reorder Now,539.01,539.01,539.01,27237148.390000086,98.81174895916158,C
85179A,GREEN BITTY LIGHT CHAIN,222,53,5.435130045056544,0.3004059539918809,4.188679245283019,24.0,26.0,15,4.506089309878214,Reorder Now,538.99,538.99,538.99,27237687.380000085,98.81370432335055,C
23398,HANGING HEART BONHEUR,610,47,11.552318347606263,0.8254397834912043,12.97872340425532,50.0,56.0,6,4.952638700947226,Reorder Now,538.75,538.75,538.75,27238226.130000085,98.81565881686028,C
21017,RED BIRD HOUSE TREE DECORATION,662,58,27.712834750731574,0.8958051420838972,11.413793103448276,121.0,127.0,3,2.6874154262516914,Reorder Now,538.4399999999999,538.4399999999999,538.4399999999999,27238764.570000086,98.81761218574266,C
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,367,19,28.58525772254516,0.496617050067659,19.31578947368421,125.0,128.0,10,4.96617050067659,Reorder Now,537.3700000000001,537.3700000000001,537.3700000000001,27239301.940000087,98.81956167284673,C
16048,TEATIME ROUND PENCIL SHARPENER ,3462,88,97.90435003351942,4.684709066305818,39.34090909090909,427.0,460.0,18,84.32476319350474,Reorder Now,537.18,537.18,537.18,27239839.120000087,98.82151047066307,C
21418,STARFISH SOAP DISH,195,63,3.586328366459732,0.2638700947225981,3.095238095238096,16.0,18.0,10,2.638700947225981,Reorder Now,536.39,536.39,536.39,27240375.510000087,98.82345640249358,C
84414B,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,78,9,10.51189802081432,0.1055480378890392,8.666666666666666,46.0,47.0,8,0.8443843031123136,Reorder Now,536.24,536.24,536.24,27240911.750000086,98.82540179014954,C
71270,PHOTO CLIP LINE,378,77,6.901910144037204,0.5115020297699594,4.909090909090909,30.0,34.0,17,8.69553450608931,Reorder Now,535.4,535.4,535.4,27241447.150000084,98.82734413042816,C
84661B,BLACK SQUARE TABLE CLOCK,244,46,8.461335763255748,0.3301759133964817,5.304347826086956,37.0,39.0,3,0.9905277401894452,Reorder Now,535.28,535.28,535.28,27241982.430000085,98.82928603536718,C
23660,HENRIETTA HEN MUG ,306,22,10.23955491456952,0.4140730717185386,13.909090909090908,45.0,48.0,17,7.039242219215156,Reorder Now,534.66,534.66,534.66,27242517.090000086,98.83122569105146,C
85142,JARDIN ETCHED GLASS GINGER JAR,61,33,1.2278337662630712,0.0825439783491204,1.8484848484848484,5.0,6.0,10,0.8254397834912041,Reorder Now,534.38,534.38,534.38,27243051.470000084,98.8331643309433,C
BANK CHARGES,Bank Charges,33,27,0.4236592728681617,0.0446549391069012,1.2222222222222223,2.0,2.0,2,0.0893098782138024,Reorder Now,534.241,534.241,534.241,27243585.711000085,98.83510246656674,C
BANK CHARGES, Bank Charges,2,2,0.0,0.0027063599458728,1.0,0.0,0.0,12,0.0324763193504736,OK,534.241,534.241,534.241,27244119.952000085,98.83704060219019,C
20653,CHERRY BLOSSOM LUGGAGE TAG,2006,70,214.8127520109108,2.7144790257104194,28.65714285714286,938.0,957.0,16,43.43166441136671,Reorder Now,533.79,533.79,533.79,27244653.742000084,98.83897710166222,C
16169P,WRAP GREEN RUSSIAN FOLKART ,1750,46,70.06725547540073,2.3680649526387008,38.04347826086956,306.0,323.0,7,16.576454668470905,Reorder Now,533.75,533.75,533.75,27245187.492000084,98.84091345602104,C
21734,SMALL MARAKESH LANTERN ON STICK,98,27,3.1150768375280413,0.1326116373477672,3.6296296296296298,14.0,15.0,19,2.519621109607577,Reorder Now,533.24,533.24,533.24,27245720.732000083,98.84284796018648,C
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,546,100,12.44334230328683,0.7388362652232747,5.46,54.0,59.0,13,9.604871447902571,Reorder Now,532.86,532.86,532.86,27246253.592000082,98.84478108577643,C
84827,ASS DES PHONE SPONGE CRAFT STICKER,1093,26,36.70147764788853,1.4790257104194855,42.03846153846154,160.0,170.0,1,1.4790257104194855,Reorder Now,532.6899999999999,532.6899999999999,532.6899999999999,27246786.282000083,98.84671359463528,C
21943,CAKES AND RABBITS DESIGN FLANNEL ,593,118,6.835630463681702,0.8024357239512855,5.02542372881356,30.0,36.0,3,2.4073071718538563,Reorder Now,532.48,532.48,532.48,27247318.762000084,98.84864534164977,C
71143,ANTIQUE SILVER BOOK MARK WITH BEADS,17,2,4.949747468305833,0.0230040595399188,8.5,22.0,22.0,7,0.1610284167794316,Reorder Now,532.02,532.02,532.02,27247850.782000083,98.85057541986238,C
71143,SILVER BOOK MARK WITH BEADS,339,75,5.932867680887457,0.4587280108254398,4.52,26.0,29.0,13,5.963464140730717,Reorder Now,532.02,532.02,532.02,27248382.802000083,98.85250549807499,C
21336,GOLD WASHBAG,1824,42,185.7232589630621,2.4682002706359945,43.42857142857143,811.0,828.0,18,44.4276048714479,Reorder Now,530.51,530.51,530.51,27248913.312000085,98.85443009826405,C
23139,SINGLE WIRE HOOK PINK HEART,415,26,48.18670419875655,0.5615696887686062,15.961538461538462,210.0,214.0,3,1.6847090663058188,Reorder Now,530.15,530.15,530.15,27249443.462000083,98.85635339243422,C
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,679,29,18.80067863778803,0.918809201623816,23.41379310344828,82.0,88.0,6,5.512855209742896,Reorder Now,530.03,530.03,530.03,27249973.492000084,98.85827625126477,C
90160D,PINK BOUDICCA LARGE BRACELET,76,24,2.792329036713862,0.1028416779431664,3.1666666666666665,12.0,13.0,16,1.6454668470906624,Reorder Now,529.22,529.22,529.22,27250502.712000083,98.86019617155287,C
21403,BLUE EGG  SPOON,2326,134,21.644219212978506,3.147496617050068,17.35820895522388,94.0,116.0,15,47.21244925575102,Reorder Now,529.02,529.02,529.02,27251031.732000083,98.86211536627494,C
16202B,PASTEL BLUE PHOTO ALBUM ,1039,22,128.71264851383444,1.40595399188092,47.22727272727273,562.0,572.0,12,16.87144790257104,Reorder Now,528.56,528.56,528.56,27251560.29200008,98.86403289219513,C
23060,HEART BEADED TRELLIS DECORATION,249,39,4.398656401408483,0.3369418132611637,6.384615384615385,19.0,21.0,7,2.3585926928281458,Reorder Now,528.1700000000001,528.1700000000001,528.1700000000001,27252088.462000083,98.86594900326156,C
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,209,73,2.1102597818827813,0.2828146143437077,2.863013698630137,9.0,11.0,12,3.3937753721244923,Reorder Now,526.4399999999999,526.4399999999999,526.4399999999999,27252614.902000085,98.86785883818176,C
84875B,GREEN SQUARE COMPACT MIRROR,377,24,28.355628483013152,0.510148849797023,15.708333333333334,124.0,128.0,13,6.631935047361299,Reorder Now,526.01,526.01,526.01,27253140.912000086,98.869767113135,C
16168M,FUNKY MONKEY GIFT BAG MEDIUM,1713,89,41.41373314682321,2.317997293640054,19.247191011235955,181.0,197.0,12,27.815967523680648,Reorder Now,525.01,525.01,525.01,27253665.922000088,98.87167176025805,C
84657,GREEN ROSE CUSHION COVER,247,17,24.39292327463752,0.3342354533152909,14.529411764705882,106.0,108.0,8,2.673883626522328,Reorder Now,523.4300000000001,523.4300000000001,523.4300000000001,27254189.352000087,98.87357067540941,C
85226C,BLUE PULL BACK RACING CAR,991,67,58.41921054767102,1.341001353179973,14.791044776119405,255.0,264.0,18,24.138024357239512,Reorder Now,523.41,523.41,523.41,27254712.762000088,98.87546951800418,C
72728,ROSE SCENT CANDLES IN GLASS,643,45,23.68603560810215,0.8700947225981055,14.28888888888889,103.0,109.0,14,12.181326116373477,Reorder Now,523.15,523.15,523.15,27255235.912000086,98.87736741736308,C
22861,EASTER TIN CHICKS IN GARDEN,305,39,9.383276823190329,0.4127198917456021,7.82051282051282,41.0,44.0,9,3.7144790257104185,Reorder Now,522.93,522.93,522.93,27255758.842000086,98.87926451859936,C
22407,MONEY BOX FIRST AID DESIGN,44,11,4.404543109109048,0.0595399188092016,4.0,19.0,19.0,7,0.4167794316644111,Reorder Now,522.37,522.37,522.37,27256281.212000087,98.88115958825074,C
22407,MONEY BOX FIRST ADE DESIGN,395,57,11.172126746510724,0.5345060893098782,6.9298245614035086,49.0,53.0,10,5.345060893098782,Reorder Now,522.37,522.37,522.37,27256803.582000088,98.88305465790211,C
46118,FUNKY MONKEY CUSHION COVER,374,62,7.456909529797827,0.5060893098782138,6.032258064516129,33.0,37.0,3,1.5182679296346413,Reorder Now,522.05,522.05,522.05,27257325.63200009,98.88494856664782,C
23336,EGG FRYING PAN PINK ,226,61,4.046991731706743,0.3058186738836265,3.704918032786885,18.0,20.0,6,1.834912043301759,Reorder Now,521.33,521.33,521.33,27257846.962000087,98.8868398633558,C
21459,YELLOW EASTER EGG HUNT START POST,263,41,11.05435572468178,0.3558863328822733,6.414634146341464,48.0,50.0,18,6.405953991880919,Reorder Now,520.55,520.55,520.55,27258367.512000088,98.88872833035624,C
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,326,59,5.383102336537375,0.4411366711772665,5.52542372881356,23.0,26.0,16,7.058186738836264,Reorder Now,519.8100000000001,519.8100000000001,519.8100000000001,27258887.322000086,98.89061411276235,C
90114,SUMMER DAISIES BAG CHARM,207,89,4.6582655787586,0.2801082543978349,2.3258426966292136,20.0,22.0,5,1.4005412719891743,Reorder Now,519.1999999999999,519.1999999999999,519.1999999999999,27259406.522000086,98.89249768219204,C
20793,BLUE TILED TRAY,281,22,50.77394515392226,0.3802435723951285,12.772727272727272,222.0,225.0,15,5.703653585926928,Reorder Now,518.5,518.5,518.5,27259925.022000086,98.89437871214062,C
84706D,CHERRY BLOSSOM TABLE CLOCK ,221,16,13.886294202078057,0.2990527740189445,13.8125,61.0,63.0,7,2.0933694181326112,Reorder Now,518.0899999999999,518.0899999999999,518.0899999999999,27260443.112000085,98.89625825467881,C
20868,SILVER FABRIC MIRROR,882,58,36.95410079596354,1.1935047361299054,15.20689655172414,161.0,169.0,11,13.128552097428958,Reorder Now,518.07,518.07,518.07,27260961.182000086,98.89813772466042,C
84762A,WHITE PICNIC BARBECUE BUCKET,59,23,2.6769400264365912,0.0798376184032476,2.565217391304348,12.0,13.0,13,1.0378890392422189,Reorder Now,517.4300000000001,517.4300000000001,517.4300000000001,27261478.612000085,98.9000148728307,C
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,247,47,7.8531856873123775,0.3342354533152909,5.25531914893617,34.0,36.0,13,4.345060893098782,Reorder Now,516.96,516.96,516.96,27261995.572000086,98.9018903159208,C
84247L,FAWN AND MUSHROOM GREETING CARD,1173,91,10.014933903870816,1.587280108254398,12.89010989010989,44.0,55.0,19,30.15832205683356,Reorder Now,513.33,513.33,513.33,27262508.902000085,98.90375258998732,C
72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,60,26,3.823812032715319,0.081190798376184,2.3076923076923075,17.0,18.0,7,0.5683355886332879,Reorder Now,511.98,511.98,511.98,27263020.882000085,98.90560996648313,C
79337,BLUE FLOCK GLASS CANDLEHOLDER,1200,21,88.18632871045587,1.6238159675236807,57.142857142857146,385.0,396.0,3,4.871447902571042,Reorder Now,511.93,511.93,511.93,27263532.812000085,98.90746716158742,C
23136,IVORY WIRE SWEETHEART LETTER TRAY,135,42,2.718820711764159,0.182679296346414,3.2142857142857144,12.0,13.0,11,2.009472259810554,Reorder Now,511.89,511.89,511.89,27264044.702000085,98.9093242115785,C
84989B,75 BLACK FAIRY CAKE CASES,1010,48,32.28395183522753,1.3667117726657645,21.041666666666668,141.0,151.0,14,19.133964817320702,Reorder Now,510.7,510.7,510.7,27264555.402000085,98.91117694445165,C
84782C,GREEN 3 TIER GLASS PLATE STAND,74,18,3.393573318683574,0.1001353179972936,4.111111111111111,15.0,16.0,7,0.7009472259810552,Reorder Now,509.9,509.9,509.9,27265065.302000083,98.91302677506067,C
21117,BLOND DOLL DOORSTOP,334,26,17.782445968296503,0.4519621109607578,12.846153846153848,78.0,81.0,1,0.4519621109607578,Reorder Now,509.58000000000004,509.58000000000004,509.58000000000004,27265574.88200008,98.91487544476402,C
20753,RETRO PINK SPOT WASHING UP GLOVES,218,21,10.98397100540688,0.2949932341001353,10.38095238095238,48.0,50.0,12,3.539918809201623,Reorder Now,509.0,509.0,509.0,27266083.88200008,98.91672201032588,C
21882,SKULLS TAPE,1064,99,21.489600443737864,1.43978349120433,10.747474747474747,94.0,104.0,16,23.03653585926928,Reorder Now,508.25,508.25,508.25,27266592.13200008,98.9185658550151,C
20654,FIRST CLASS LUGGAGE TAG ,400,107,4.541914749991587,0.5412719891745602,3.7383177570093458,20.0,24.0,12,6.495263870094723,Reorder Now,507.91,507.91,507.91,27267100.04200008,98.92040846624207,C
84915,HAND TOWEL PINK FLOWER AND DAISY,241,34,18.358991929575865,0.3261163734776725,7.088235294117647,80.0,82.0,4,1.30446549391069,Reorder Now,507.83,507.83,507.83,27267607.87200008,98.92225078724262,C
35967,FOLK ART METAL STAR T-LIGHT HOLDER,966,95,10.285967131039682,1.3071718538565629,10.16842105263158,45.0,54.0,17,22.22192151556157,Reorder Now,507.59,507.59,507.59,27268115.46200008,98.92409223756393,C
84218,BOX/12 CHICK & EGG IN BASKET,263,65,7.793087420173185,0.3558863328822733,4.046153846153846,34.0,36.0,7,2.491204330175913,Reorder Now,507.40999999999997,507.40999999999997,507.40999999999997,27268622.87200008,98.9259330348758,C
35004S,SET OF 3 SILVER FLYING DUCKS,145,13,8.687597997971531,0.196211096075778,11.153846153846152,38.0,39.0,9,1.765899864682002,Reorder Now,505.4,505.4,505.4,27269128.272000078,98.927766540249,C
22541,MINI JIGSAW LEAP FROG,1247,58,46.13072576547136,1.6874154262516914,21.5,201.0,213.0,14,23.62381596752368,Reorder Now,505.19,505.19,505.19,27269633.46200008,98.92959928377788,C
23021,GLASS BONNE JAM JAR,121,24,4.629575684065739,0.1637347767253044,5.041666666666667,20.0,21.0,12,1.9648173207036528,Reorder Now,504.97,504.97,504.97,27270138.43200008,98.9314312291841,C
37352,BIRD IN TREE MUG ,4643,7,1739.458221620141,6.282814614343708,663.2857142857143,7594.0,7638.0,16,100.52503382949932,Reorder Now,504.55,504.55,504.55,27270642.98200008,98.93326165090166,C
84877B,GREEN ROUND COMPACT MIRROR,291,40,9.945975864511029,0.3937753721244925,7.275,43.0,46.0,7,2.756427604871448,Reorder Now,504.43,504.43,504.43,27271147.41200008,98.9350916372796,C
20845,ZINC HEART LATTICE 2 WALL PLANTER,76,23,4.160799558309301,0.1028416779431664,3.3043478260869565,18.0,19.0,13,1.3369418132611632,Reorder Now,502.27,502.27,502.27,27271649.68200008,98.93691378754433,C
23560,SET OF 6 RIBBONS COUNTRY STYLE,173,9,17.434002536550363,0.2341001353179972,19.22222222222222,76.0,78.0,11,2.5751014884979693,Reorder Now,502.07000000000005,502.07000000000005,502.07000000000005,27272151.75200008,98.93873521224305,C
90014A,SILVER/MOP ORBIT NECKLACE,44,33,0.8164965809277259,0.0595399188092016,1.3333333333333333,4.0,4.0,14,0.8335588633288223,Reorder Now,502.01,502.01,502.01,27272653.76200008,98.94055641927194,C
90014A,SILVER M.O.P. ORBIT NECKLACE,11,6,2.0412414523193148,0.0148849797023004,1.8333333333333333,9.0,9.0,13,0.1935047361299052,Reorder Now,502.01,502.01,502.01,27273155.77200008,98.94237762630085,C
16219,HOUSE SHAPE PENCIL SHARPENER,3358,107,77.39114630018638,4.543978349120433,31.38317757009346,338.0,370.0,3,13.6319350473613,Reorder Now,501.25,501.25,501.25,27273657.02200008,98.94419607617881,C
23117,POPPY FIELDS CHOPPING BOARD,93,32,2.005787995744059,0.1258457374830852,2.90625,9.0,10.0,13,1.6359945872801076,Reorder Now,501.23,501.23,501.23,27274158.252000082,98.94601445350017,C
20865,PATCHWORK PENCIL CASE BUTTERFLY ,251,30,18.99633963531474,0.3396481732070365,8.366666666666667,83.0,85.0,1,0.3396481732070365,Reorder Now,500.49,500.49,500.49,27274658.74200008,98.94783014622719,C
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,288,19,16.235294740830465,0.3897158322056833,15.157894736842104,71.0,74.0,17,6.625169147496616,Reorder Now,500.03999999999996,500.03999999999996,500.03999999999996,27275158.78200008,98.94964420643062,C
35471A,SET OF 3 BIRD L.BLUE FEATHER,421,67,11.042350938407411,0.5696887686062246,6.283582089552239,48.0,52.0,13,7.405953991880921,Reorder Now,499.31,499.31,499.31,27275658.09200008,98.95145561831804,C
22031,BOTANICAL LAVENDER BIRTHDAY CARD,1137,118,6.945040971047349,1.5385656292286871,9.635593220338984,30.0,41.0,2,3.0771312584573742,Reorder Now,499.03000000000003,499.03000000000003,499.03000000000003,27276157.12200008,98.95326601441299,C
20864,DENIM PATCH PENCIL CASE BUTTERFLY,252,27,19.7503651378126,0.3410013531799729,9.333333333333334,86.0,88.0,1,0.3410013531799729,Reorder Now,498.14,498.14,498.14,27276655.26200008,98.9550731817391,C
23466,TUSCAN VILLA DOVECOTE,12,4,1.1547005383792517,0.0162381596752368,3.0,5.0,5.0,5,0.081190798376184,Reorder Now,498.03,498.03,498.03,27277153.29200008,98.95687995000387,C
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,43,20,1.5985190514644287,0.0581867388362652,2.15,7.0,7.0,6,0.3491204330175912,Reorder Now,498.03,498.03,498.03,27277651.322000083,98.95868671826867,C
23045,PAPER LANTERN 5 POINT STAR MOON ,108,18,7.145545712498925,0.1461434370771312,6.0,31.0,32.0,1,0.1461434370771312,Reorder Now,497.98,497.98,497.98,27278149.302000083,98.96049330514192,C
23045,PAPER LANTERN 5 POINT STAR MOON 30,10,5,0.0,0.013531799729364,2.0,0.0,0.0,13,0.175913396481732,OK,497.98,497.98,497.98,27278647.282000083,98.96229989201521,C
21132,SILVER STANDING GNOME   ,98,44,2.1443667289146484,0.1326116373477672,2.227272727272727,9.0,10.0,13,1.7239512855209738,Reorder Now,497.86,497.86,497.86,27279145.142000083,98.96410604354885,C
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,141,12,13.150354298718272,0.1907983761840324,11.75,57.0,58.0,15,2.861975642760486,Reorder Now,497.70000000000005,497.70000000000005,497.70000000000005,27279642.842000082,98.96591161462966,C
85230A,OPIUM SCENTED VOTIVE CANDLE,1992,46,45.98979092760932,2.69553450608931,43.30434782608695,201.0,220.0,9,24.25981055480379,Reorder Now,497.03999999999996,497.03999999999996,497.03999999999996,27280139.88200008,98.96771479134256,C
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,293,55,10.718717698069536,0.3964817320703653,5.327272727272727,47.0,50.0,19,7.533152909336941,Reorder Now,496.91,496.91,496.91,27280636.79200008,98.96951749643755,C
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,326,10,48.021291574097056,0.4411366711772665,32.6,210.0,213.0,12,5.293640054127199,Reorder Now,492.90000000000003,492.90000000000003,492.90000000000003,27281129.69200008,98.9713056539335,C
16239,BALLERINA HEART DECORATION.,347,16,72.29819615084921,0.469553450608931,21.6875,316.0,319.0,5,2.347767253044655,Reorder Now,492.17,492.17,492.17,27281621.86200008,98.97309116311341,C
51020B,STRIPY DESIGN SHOWER CAP,1087,57,38.81267265851764,1.4709066305818674,19.07017543859649,169.0,179.0,19,27.94722598105548,Reorder Now,491.86999999999995,491.86999999999995,491.86999999999995,27282113.732000083,98.97487558394428,C
90160B,RED BOUDICCA LARGE BRACELET,71,29,2.323578012102267,0.0960757780784844,2.4482758620689653,10.0,11.0,3,0.2882273342354532,Reorder Now,490.92,490.92,490.92,27282604.652000085,98.9766565583365,C
84876B,GREEN HEART COMPACT MIRROR,346,37,13.117452785032908,0.4682002706359945,9.35135135135135,57.0,60.0,7,3.2774018944519616,Reorder Now,490.81,490.81,490.81,27283095.462000083,98.97843713366737,C
21663,VINTAGE GLASS SUGAR CADDY,76,27,2.60232199623332,0.1028416779431664,2.814814814814815,11.0,12.0,19,1.9539918809201613,Reorder Now,488.16,488.16,488.16,27283583.622000083,98.98020809524826,C
72132,COLUMBIAN CUBE CANDLE,562,25,40.76162410895817,0.7604871447902571,22.48,178.0,183.0,15,11.407307171853857,Reorder Now,487.5,487.5,487.5,27284071.122000083,98.98197666246124,C
22259,FELT FARM ANIMAL HEN,592,54,22.08641942757309,0.8010825439783491,10.962962962962964,96.0,102.0,18,14.419485791610285,Reorder Now,485.45,485.45,485.45,27284556.572000083,98.98373779262235,C
90192,JADE DROP EARRINGS W FILIGREE,97,50,1.4056736347200007,0.1312584573748308,1.94,6.0,7.0,1,0.1312584573748308,Reorder Now,484.31,484.31,484.31,27285040.88200008,98.98549478705704,C
84875D,BLUE SQUARE COMPACT MIRROR,371,21,29.64006297789081,0.5020297699594046,17.666666666666668,129.0,133.0,4,2.0081190798376185,Reorder Now,483.75,483.75,483.75,27285524.63200008,98.98724974990685,C
72127,COLUMBIAN CANDLE ROUND ,396,59,10.015592752712845,0.5358592692828146,6.711864406779661,44.0,48.0,19,10.181326116373477,Reorder Now,483.44,483.44,483.44,27286008.072000083,98.9890035881293,C
23218,LAUREL STAR ANTIQUE GOLD,379,33,15.36457209809553,0.5128552097428958,11.484848484848484,67.0,71.0,1,0.5128552097428958,Reorder Now,483.03,483.03,483.03,27286491.102000084,98.99075593894138,C
84901,BLACK FACE LAMB WITH PANTS,126,62,1.342468266688284,0.1705006765899864,2.032258064516129,6.0,7.0,12,2.046008119079837,Reorder Now,482.38,482.38,482.38,27286973.482000083,98.99250593166383,C
84926E,FLOWERS TILE COASTER,1108,46,28.895848288451035,1.4993234100135318,24.08695652173913,126.0,136.0,4,5.997293640054127,Reorder Now,482.28,482.28,482.28,27287455.762000084,98.99425556160327,C
23691,KEEP CALM BIRTHDAY WRAP,50,1,0.0,0.06765899864682,50.0,0.0,0.0,18,1.21786197564276,OK,481.5,481.5,481.5,27287937.262000084,98.99600236183515,C
23691,WRAP KEEP CALM BIRTHDAY,1125,20,67.80147102891065,1.5223274695534506,56.25,296.0,307.0,13,19.790257104194858,Reorder Now,481.5,481.5,481.5,27288418.762000084,98.99774916206707,C
22038,BOTANICAL LAVENDER GIFT WRAP ,1150,45,3.726779962499649,1.5561569688768606,25.55555555555556,16.0,27.0,15,23.34235453315291,Reorder Now,481.0,481.0,481.0,27288899.762000084,98.99949414838386,C
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,186,24,19.50529471038904,0.2516914749661705,7.75,85.0,87.0,7,1.7618403247631935,Reorder Now,479.40999999999997,479.40999999999997,479.40999999999997,27289379.172000084,99.00123336645068,C
21518,BANK ACCOUNT  GREETING  CARD ,1131,96,10.911320171946969,1.530446549391069,11.78125,48.0,59.0,7,10.713125845737483,Reorder Now,479.36,479.36,479.36,27289858.532000083,99.002972403126,C
21536,DAIRY MAID  SMALL  MILK JUG,223,45,4.577392844461271,0.3017591339648173,4.955555555555556,20.0,22.0,6,1.810554803788904,Reorder Now,478.94,478.94,478.94,27290337.472000085,99.00470991611263,C
23422,PANTRY HOOK BALLOON WHISK ,213,34,7.258469759130141,0.2882273342354533,6.264705882352941,32.0,34.0,7,2.017591339648173,Reorder Now,477.89,477.89,477.89,27290815.362000085,99.00644361987757,C
37492C,GREEN BLUE FLOWER PIGGY BANK,242,24,21.1452876170034,0.3274695534506089,10.083333333333334,92.0,94.0,12,3.929634641407307,Reorder Now,477.29999999999995,477.29999999999995,477.29999999999995,27291292.662000086,99.00817518322272,C
84508B,STRIPES DESIGN TEDDY,178,68,2.356505202433404,0.2408660351826793,2.617647058823529,10.0,12.0,1,0.2408660351826793,Reorder Now,476.71,476.71,476.71,27291769.372000087,99.00990460614804,C
72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",232,13,24.392096239855217,0.3139377537212449,17.846153846153847,106.0,108.0,15,4.7090663058186735,Reorder Now,476.4,476.4,476.4,27292245.772000086,99.01163290444602,C
20662,FIRST CLASS HOLIDAY PURSE ,730,45,62.017185627302624,0.9878213802435724,16.22222222222222,271.0,278.0,3,2.963464140730717,Reorder Now,476.35,476.35,476.35,27292722.122000087,99.0133610213525,C
23561,SET OF 6 RIBBONS PARTY,170,8,23.45664694099064,0.230040595399188,21.25,102.0,104.0,12,2.760487144790256,Reorder Now,476.0,476.0,476.0,27293198.122000087,99.01508786851839,C
47422,ASSORTED MONKEY SUCTION CUP HOOK,1218,62,28.92619028492671,1.6481732070365358,19.64516129032258,126.0,138.0,14,23.074424898511506,Reorder Now,475.56,475.56,475.56,27293673.682000086,99.01681311943902,C
85109,PINK BOUDOIR T-LIGHT HOLDER,4211,18,597.5418737207235,5.698240866035182,233.94444444444449,2609.0,2649.0,17,96.8700947225981,Reorder Now,475.43000000000006,475.43000000000006,475.43000000000006,27294149.112000085,99.01853789874171,C
